label,class
43f1106f06f5882f.txt,0
44 - Copy.txt,1
44.txt,1
440.txt,1
447a375518b4b0c7.txt,1
449.txt,1
44f952abf96dfdb5.txt,1
45 - Copy.txt,1
451.txt,1
453.txt,1
456.txt,1
457.txt,1
45a8fd8fbdb5be00.txt,0
45c2169b2fa939bd.txt,0
45eb6666d924e287.txt,0
46 - Copy.txt,1
461.txt,1
462.txt,1
4629260894773ba2.txt,0
462b9a5bc48da32e.txt,0
462ec3c1ba81e669.txt,0
465c6cbf119a1449.txt,0
467.txt,1
469d7de51ae887f1.txt,0
46db2f2bd6a859bd.txt,0
47 - Copy.txt,1
47.txt,1
470.txt,1
4701318903cb7ef1.txt,0
475.txt,1
479.txt,1
47db2dd6cca8211d.txt,0
48 - Copy.txt,1
48.txt,1
480.txt,1
480e280ace4be358.txt,0
482.txt,1
486.txt,1
487.txt,1
488.txt,1
4882018bdf0acb27.txt,0
49 - Copy.txt,1
490.txt,1
491.txt,1
493.txt,1
493f7ec7d30d39a2.txt,1
494298d8664c8b6b.txt,1
495.txt,1
4957bd8b563a4185.txt,0
497.txt,1
498.txt,1
499.txt,1
4990afe366f1471f.txt,0
49b1fd053c5bfa17.txt,0
4a3ebc53d174823e.txt,0
4a580434f0a7f1f4.txt,0
4a927aae62da877f.txt,0
4aaf0f68c7695031.txt,0
4ac103cc863345ce.txt,0
4bbeb752b70702a7.txt,1
4c51a3a15ebf1b30.txt,0
4c748aabec55feea.txt,0
4c83087b06ecf53b.txt,0
4d001671b68d493c.txt,0
4d965e6fb5cd5c5d.txt,0
4dea139b941b5405.txt,0
4f086e27609e0e8f.txt,0
4f30dc4b8e2a583d.txt,0
4f367c02abb0d3ca.txt,1
4f5462043ce89254.txt,0
4fa8e06fc7b99ae4.txt,0
4fbfc3718b593a48.txt,0
5 - Copy.txt,1
5.txt,1
50 - Copy.txt,1
50.txt,1
5006f6ce40142eea.txt,0
503.txt,1
504da6fe12aaadcd.txt,0
505.txt,1
506.txt,1
5062b5fd0df2031e.txt,0
509.txt,1
50df4f4bf7d955af.txt,0
51 - Copy.txt,1
510.txt,1
5100d185bee9ea0fe.txt,2
51031e51ac03f39e6.txt,2
51042f82122105bfa.txt,2
510899381e4db1837.txt,2
5108ff5b421434acd.txt,2
510baf840a5a0a0fd.txt,2
510cba6cabab684ee.txt,2
510d39df33f1b5660.txt,2
511.txt,1
511325b208afb5464.txt,2
5113bbc9afa896c91.txt,2
5113bec2aa5c2d5e.txt,0
5113d5d525a895ee1.txt,2
5113dbd3f0c5c8463.txt,2
51149125c69ac32ed.txt,2
5115485de81de3aea.txt,2
51163df807c8da685.txt,2
5116abb6a2539b0d6.txt,2
5118eadeb4d7a8fd1.txt,2
511a2bd5404246998.txt,2
5120d7a41d6bf954b.txt,2
5121e939cd5aae05a.txt,2
512274d6178120ce9.txt,2
512499ef1686b5949.txt,2
512672e3d5837effc.txt,2
5128fcc3f588361ee.txt,2
512b34c39f1177320.txt,2
5130f05dad528fae4.txt,2
51328f2d73b766942.txt,2
5132bd290286d395c.txt,2
51330788f758e1d01.txt,2
5133241412d33a062.txt,2
51349b956a188cb2f.txt,2
5135acaa3db7d12ce.txt,2
5135d8df4f255cbf.txt,0
5138db2df623e3430.txt,2
513b204098acdc7b7.txt,2
513d3f9e9f417621d.txt,2
51400e0eed01bd74c.txt,2
514179d9003268b5f.txt,2
5141dc740ab898723.txt,2
51431b5c7519182cb.txt,2
5143377e97d391596.txt,2
5145ca2fef0b7ef66.txt,2
51473be254b823641.txt,2
5147bb6a18f602d87.txt,2
5147c656cfe525588.txt,2
514a428c6924e3d29.txt,2
514ff4cf7b7550e12.txt,2
515.txt,1
51559515ef5c965fa.txt,2
51567b02a028c46d.txt,1
5156d97297e1e7b33.txt,2
51577908961049505.txt,2
515b02aa79bced9b8.txt,2
516.txt,1
516147a62cba9e7d6.txt,2
516261e49970d1d87.txt,2
5166dee37eb09edd0.txt,2
516b27de75ccc3920.txt,2
517.txt,1
5173faf015cbe1768.txt,2
51753cacaaa3213ea.txt,2
51778bcf5a70f554f.txt,2
5179de1e3ff1b25f4.txt,2
517f23e67cb49ecfb.txt,2
518.txt,1
5181a5bd09a40bfcf.txt,2
5184590f6d3e26573.txt,2
5184a69163cd59e89.txt,2
518995b988d8217b8.txt,2
518a984000934474d.txt,2
518b674dc0dd49fd9.txt,2
518c90c433c16a620.txt,2
519007698a8de58c7.txt,2
5195b516834a1a57f.txt,2
5197d403a4c12cb44.txt,2
51995066379632039.txt,2
519b0ae6e3969b597.txt,2
519c73efbf16d0ce9.txt,2
519dbaa3a82f559d4.txt,2
519df31119ce6bf6e.txt,2
51a1eaacfbe6d5f90.txt,2
51a21389067737f36.txt,2
51a40616623df8c56.txt,2
51a4985dfcb9bcde8.txt,2
51a4f49b339805e09.txt,2
51a50c502e58b3a4f.txt,2
51a63ea565ab43336.txt,2
51a99258bac7c289a.txt,2
51b02f6d2345e1888.txt,2
51b36fcc5fe76c470.txt,2
51b57f0f948408920.txt,2
51bb115154bb68846.txt,2
51bba333f7e8b2a8c.txt,2
51be4a6f39979d3ec.txt,2
51c6e42a9beb49dc3.txt,2
51c73ee0aeb6fef26.txt,2
51c787d11c67056bc.txt,2
51c965a1c863fa163.txt,2
51cb54e6d2dfa937d.txt,2
51cd5df8a49a3ae11.txt,2
51ced80c2350ff610.txt,2
51d4d3070cbba7d3d.txt,2
51d7ad3b9a09f6d35.txt,2
51da2d210b345ebe4.txt,2
51dd75afaba5e51cf.txt,2
51de2172bbf9db442.txt,2
51df3623220861847.txt,2
51df5dd4e32f5bc52.txt,2
51e27ae26953f07d8.txt,2
51e8289ca6aa7fcba.txt,2
51eab04238aa8d7c3.txt,2
51eca2aa26fc9611b.txt,2
51eeaf1668488ef60.txt,2
51ef1988fd06a1337.txt,2
51efd5d13037aef69.txt,2
51f221e7577fdf88e.txt,2
51f2d5171d46676df.txt,2
51f2d9913af2833a9.txt,2
51f3de808e123f061.txt,2
51f9d63cc6f0e0975.txt,2
51fa43013b39d7475.txt,2
51fb76817cef8768c.txt,2
51fbe2b95b6ef8e34.txt,2
51fbf447356fb3415.txt,2
51fc5eaa26697b5dd.txt,2
51fdef5c683499cc2.txt,2
51fe7529cf213740f.txt,2
52 - Copy.txt,1
520.txt,1
521fd1deca0d722b.txt,0
522.txt,1
523.txt,1
523aeb00e4bebf8c.txt,1
524.txt,1
528.txt,1
529.txt,1
529cfd88d99a8e71.txt,0
52ae66ffb02e7d49.txt,0
53 - Copy.txt,1
530.txt,1
5300db8c1b20796f.txt,1
532.txt,1
532e3395d3ea0e20.txt,0
534.txt,1
535.txt,1
536.txt,1
5367a0e0fa21750e.txt,0
538.txt,1
54 - Copy.txt,1
540c842a690ecae5.txt,0
5417f7265a27f1f1.txt,1
54687f638bd8bae1.txt,0
54ad1475cf3c1c81.txt,0
54caac49ac05213d.txt,0
55 - Copy.txt,1
5519b8308fbeff5c.txt,1
5534d5df40bf1142.txt,0
553a4b5c58b8e647.txt,0
554.txt,1
555.txt,1
557.txt,1
558.txt,1
558b45e62f32d4fa.txt,0
559.txt,1
56 - Copy.txt,1
563.txt,1
564.txt,1
56405a17c0ea8857.txt,0
569.txt,1
569228da6e79ecee.txt,0
571.txt,1
571f3917948e231f.txt,0
576.txt,1
577.txt,1
578.txt,1
57889567831b68c0.txt,0
579.txt,1
57d800dbdd96262e.txt,0
58 - Copy.txt,1
581.txt,1
582.txt,1
583.txt,1
585.txt,1
585a787b124e9c1e.txt,0
5870742ea2f5703b.txt,1
588.txt,1
588aff70ac2fe2c5.txt,0
589.txt,1
58ef48346d1a0cb3.txt,0
59 - Copy.txt,1
590.txt,1
59027a480205419a.txt,0
591.txt,1
593a7d791233a9ba.txt,0
595.txt,1
596.txt,1
599.txt,1
59d49edc7bb2768b.txt,1
5a2974d792a69b5e.txt,0
5a3fe708b78018f2.txt,0
5a6a131333a3641c.txt,0
5a9abb203fc76a39.txt,0
5abec6609b72bc64.txt,0
5aebde1a43c1ea04.txt,0
5b2a1b57d2e6e57d.txt,0
5b37a417d7871bbb.txt,0
5bc0e450b2e93f6a.txt,0
5bcfa8439ce56dae.txt,0
5c236cf6cc594831.txt,0
5c26bb539ec3846b.txt,0
5c556a24ef9786de.txt,0
5c835863c688d857.txt,0
5dbf40a876f2dbe4.txt,0
5e1783b16e3eaee2.txt,1
5e73af09a5d007da.txt,0
5f01e1d126669378.txt,1
5f1a62b92753c988.txt,1
5f373981ff0c6356.txt,0
5f3f9825f1b8242c.txt,0
5f953a156f41fb9f.txt,0
5fb1779480f31a71.txt,0
5fdca02b82b14b02.txt,0
6 - Copy.txt,1
60 - Copy.txt,1
600.txt,1
6006b0e57c85badc.txt,0
601.txt,1
603.txt,1
604.txt,1
605.txt,1
606.txt,1
6063f674504d70af.txt,0
6065b5345cc6abf5.txt,0
6089850bd15f3c73.txt,0
60a715433ef7ba49.txt,0
60aa464fe8b4e0b2.txt,1
60aadb02550d295c.txt,0
61 - Copy.txt,1
610.txt,1
6105f8dfde2dd678f.txt,2
6107ee80e7e79f829.txt,2
61097c283ce18eb5f.txt,2
610af7576e869f8e0.txt,2
610fe0951defb1278.txt,2
6111a8a45d7cc9bda.txt,2
61131fc0c827ddcb7.txt,2
611af7d361b164d2e.txt,2
611afbea5642a2e92.txt,2
611c2e5584cf5ab75.txt,2
611c4a5bb7a3fd8ee.txt,2
611c98acaae3fb69b.txt,2
611e4e8f45dea18ca.txt,2
611f1c723f6446c9a.txt,2
611fe7629ab7cbf0d.txt,2
612074107154713dd.txt,2
6122931df978943e8.txt,2
61253a729fc0fd0d1.txt,2
612575cfc6e3f42d4.txt,2
6128ef7444adb0c6f.txt,2
6129b80e1bad0e17f.txt,2
612e28f4e22727aa2.txt,2
613.txt,1
613112461d92f07a4.txt,2
61358eb1e5a9c7d95.txt,2
6135a5052084a2419.txt,2
613681c1b72c08be0.txt,2
613ad0c2923722879.txt,2
613b7327ca467800a.txt,2
613c4250ebd023c51.txt,2
613e9f08480ef04a8.txt,2
613eb64ba619280dd.txt,2
613fd7a788b2c2d51.txt,2
614.txt,1
614301993867b138a.txt,2
6143c6def1e54fad0.txt,2
6143e62553db3a7d8.txt,2
614451f822a830eb7.txt,2
61483cdd865760c81.txt,2
6148918b2073807c7.txt,2
615.txt,1
61538fbefc9c80f1f.txt,2
61547c40689e51aff.txt,2
6154cdc1e9fb49fa4.txt,2
61568e63b80101756.txt,2
6158880d8543dc26b.txt,2
6159463af53a1070d.txt,2
615966e128bac5fd5.txt,2
615a52f7e9c0bec49.txt,2
615cf59e158ab5e58.txt,2
61609e88113885226.txt,2
61611272d4f0c00a5.txt,2
61625bbe3b001001e.txt,2
61633b74e75e389cd.txt,2
6163a5067c9784f0b.txt,2
616b53ae6044776da.txt,2
616c0e0abccc5c1c2.txt,2
616ca240c5234f5b0.txt,2
616cbccb753cc78c7.txt,2
616df0518c9dfd52d.txt,2
616edb954ab6a646.txt,0
617.txt,1
617084d70e4dd15f3.txt,2
6172f19a8403ca5d3.txt,2
6173837f36fd389da.txt,2
617489fc7459dcd92.txt,2
61783d0522d97aa15.txt,2
61798a3b124809ade.txt,2
6179a4dd643ac0a74.txt,2
617b24b94f31f02b3.txt,2
617d22e10795081ab.txt,2
617e8e539b123747e.txt,2
617ebe3306362760e.txt,2
618.txt,1
6180b0e005e9379a2.txt,2
61816f2090a88712f.txt,2
618d85f23acf08e5a.txt,2
618e1b9e3b8e43128.txt,2
619.txt,1
619063bbb2ebf430e.txt,2
61957bf32ce7e99b8.txt,2
6197a0d431cb30b07.txt,2
6198d8117d31abecb.txt,2
619998e4a33316659.txt,2
61a2e3d4e6dd93e9e.txt,2
61a350e430aef6e63.txt,2
61a43e5d3875143c1.txt,2
61a4ea44d8b93f2cb.txt,2
61a54bedac7322c42.txt,2
61a7b79a80eb7b76e.txt,2
61ad4e81839ae7c3a.txt,2
61adad34dd4541e28.txt,2
61af2e6f935c40258.txt,2
61b177e2de00dc561.txt,2
61b25fd490a60bfa3.txt,2
61b2b6760734414f4.txt,2
61b536944cfb19ba8.txt,2
61b6952828b24c31e.txt,2
61bba659a8d678be8.txt,2
61bc9184f1c37460.txt,0
61be4258da35b41d7.txt,2
61bf2ce83d9e00596.txt,2
61bf98decddc85ce8.txt,2
61c08ccdbbbdacee5.txt,2
61c13c5bbaf7f4e3c.txt,2
61c5e635b2d9ed352.txt,2
61ca45cd2f794e006.txt,2
61cae742633a00568.txt,2
61cd9b86cb2e71e61.txt,2
61d2413e795e91161.txt,2
61d5a83b6b98217d3.txt,2
61d64b2f7d6d4e005.txt,2
61d838304a2ba6c42.txt,2
61d852396c52b62a5.txt,2
61e0adcdd2e91965a.txt,2
61e480293f3d58f81.txt,2
61e5cabf6c9c98144.txt,2
61e638b1571765e30.txt,2
61e95ba6333ef4c88.txt,2
61ea4e622f2ffa034.txt,2
61edbdf46433600a3.txt,2
61efd1f9dbc41de66.txt,2
61f2ad7641ecbfe41.txt,2
61f3ba462557b5bae.txt,2
61f3d6cb64730a33d.txt,2
61f50b0ece3408154.txt,2
61f5f2298a1fdb98f.txt,2
61f62647ae4b95b21.txt,2
61f6ca5550b637ef3.txt,2
61f6eff63c57ebe26.txt,2
61f7e86ff24aaf1c2.txt,2
61f7ecd99b60db716.txt,2
61f9d44deb2707b87.txt,2
61fa32083a4ee5200.txt,2
61fa522a1045748a7.txt,2
61fa678cdeb67edd6.txt,2
61fca28db4f5961e6.txt,2
61fca519105417a52.txt,2
61fd5bb3d17d90bb2.txt,2
62 - Copy.txt,1
62.txt,1
621.txt,1
622931df978943e8.txt,0
623.txt,1
62367d7e6ff53c36.txt,1
626.txt,1
627.txt,1
628.txt,1
62b83c478250a39a.txt,1
63 - Copy.txt,1
631.txt,1
635.txt,1
638.txt,1
639.txt,1
64 - Copy.txt,1
64.txt,1
6414ce75e15c4a18.txt,1
644.txt,1
647.txt,1
649.txt,1
64992bbb3a4aa58e.txt,1
64b22bf90141fb3f.txt,0
65 - Copy.txt,1
6503b01495948349.txt,0
652.txt,1
653.txt,1
654.txt,1
655.txt,1
656c207a88e5914f.txt,0
658.txt,1
65a074a2dbfed5b6.txt,1
65d97aad1f688054.txt,0
66 - Copy.txt,1
66.txt,1
660.txt,1
661.txt,1
663.txt,1
664.txt,1
665.txt,1
666.txt,1
6660ead275b92c0b.txt,1
668.txt,1
669.txt,1
67 - Copy.txt,1
672.txt,1
674.txt,1
675.txt,1
677.txt,1
678.txt,1
679.txt,1
67cb0faa733205bc.txt,1
68 - Copy.txt,1
681.txt,1
684.txt,1
68bbf8d6e24e50b8.txt,1
68e3efb0673d9225.txt,1
69 - Copy.txt,1
69.txt,1
691.txt,1
6914cd4f87144738.txt,0
692.txt,1
69251f9e727aeb48.txt,0
6927860e7000e8e6.txt,0
693.txt,1
694.txt,1
695.txt,1
697.txt,1
69c7f4fcad7da4cb.txt,0
69d1a4669511d843.txt,0
6a085bfcc9969ac9.txt,1
6a0b3d4dc379efc0.txt,0
6a0bc472098cb90a.txt,0
6a4fd42a0a39172d.txt,0
6a549dae5b97c6e4.txt,0
6a81129f2b101522.txt,0
6aa241d2de438a2d.txt,0
6ab9e0bd9a635d6e.txt,0
6b838b30a5086a83.txt,0
6be635847da79224.txt,0
6c03acbd11f6e2be.txt,1
6cdc997b535e2641.txt,1
6d2118fb5c7e7eb8.txt,0
6d4bf5e754d8cdc2.txt,1
6e4cd3c527e66c4a.txt,0
6f24da2b7208715b.txt,0
6f5df9b34a0250cc.txt,0
6f99d8e21650ac0f.txt,0
6fca519105417a52.txt,0
6fce6f21715f5aca.txt,0
7 - Copy.txt,1
7.txt,1
70 - Copy.txt,1
70.txt,1
700.txt,1
7013ea6fb23521c0.txt,1
702.txt,1
7020d5772191c771.txt,0
704.txt,1
705.txt,1
708.txt,1
70af5f158fa24860.txt,0
71 - Copy.txt,1
710339f8e30109c6e.txt,2
7103e4a8e5189b11b.txt,2
7107de0cce3fe5aab.txt,2
710c23661f4e0655a.txt,2
710c55c71bbbb6679.txt,2
710d7afe920bea370.txt,2
710e9511e2cb2c2d5.txt,2
710fe1c94099c2c15.txt,2
7111fbfa40b208b59.txt,2
71121de39100ac159.txt,2
71166723247707e59.txt,2
7116ec2a42a3bc606.txt,2
71184bc99ebd5a73f.txt,2
7119bfc004a70abdb.txt,2
712.txt,1
7120c6fed92a2da54.txt,2
7124c5a6c2c1c18e6.txt,2
7125bcfa104363834.txt,2
71269590e4161b34b.txt,2
712c0fdd77727488f.txt,2
712cf5ac3243858f1.txt,2
712cf779a2bbe17b7.txt,2
7130efb0115bc70c9.txt,2
71310a259ab037d66.txt,2
713178fcac392b3d0.txt,2
713298f68dc0c6651.txt,2
7132b41e3e3f7dcbd.txt,2
713b3b99a37d0208.txt,1
713c37c8d640af374.txt,2
713ed2e18947f3416.txt,2
714.txt,1
7140bced5b85963c8.txt,2
7149b125b7c6fb4e8.txt,2
714d6f61566f70944.txt,2
714ea2d8b88b7556a.txt,2
7155facaee572eeee.txt,2
715753af3e1691b39.txt,2
715850d0d8c7df2a4.txt,2
715a4d41b4e944f2e.txt,2
715d8c41b0287819d.txt,2
715f2cc4e599e6423.txt,2
716.txt,1
71616a2be05b21fd6.txt,2
71626c19df2357816.txt,2
7162ed1785307a1c0.txt,2
716783e059b0e6cf1.txt,2
716c852fed0b0cf5e.txt,2
716d333ade85ab249.txt,2
716f70c98387af2ce.txt,2
717.txt,1
7178c67bf0dcc3a73.txt,2
7179862c308ac8b25.txt,2
717a02446e382387d.txt,2
717a5925637f814a0.txt,2
717db6ffd88a42d87.txt,2
717e24787f04f23d0.txt,2
71856e915ee203713.txt,2
718759ef86fe03721.txt,2
7187698d206779b14.txt,2
7187d8e97545d2f25.txt,2
71941d7e88e94be01.txt,2
7195f7601c8de81e6.txt,2
71964314c3dd013ae.txt,2
719a353f6337a0b15.txt,2
719a7975b3d8232b5.txt,2
719aa0f94f156073f.txt,2
719b481eb5c442a87.txt,2
719cd12410ec32488.txt,2
71a2fa4a98ccb491b.txt,2
71a4ab06951c5748d.txt,2
71ac3d33e61d12076.txt,2
71ad5092f8255889d.txt,2
71b2e24cd82778e44.txt,2
71b3a921a202294e5.txt,2
71b59347090bc4248.txt,2
71b72fc403d366d8b.txt,2
71b95db748bf1db49.txt,2
71bd1011f5e84e8b8.txt,2
71be0cc9efd6bfce2.txt,2
71be13fc7ed069ff7.txt,2
71bfe2482d058093e.txt,2
71c09fc938e8e70c7.txt,2
71c18e834a4faa003.txt,2
71c1df1065d9910af.txt,2
71c8ae1c465351c17.txt,2
71ce65c968f78cf48.txt,2
71cf3c8b1804e0142.txt,2
71d28bcbd5e4d2a4a.txt,2
71d2e2fce46a0aaf8.txt,2
71d7a2750f1007d1e.txt,2
71d913cc6bcd06d93.txt,2
71dae12f6bcaed2ff.txt,2
71db8bc3b77fe137.txt,0
71dcbdb749c4f744c.txt,2
71e120035e60532ff.txt,2
71e5f1eaccf859134.txt,2
71e6f3f4e7ec27e26.txt,2
71e75c40500ca822a.txt,2
71f2c74b1b34f4d0a.txt,2
71f48d203a4fe0841.txt,2
71f4a17da7b2e1c20.txt,2
71fb4ac4514e22780.txt,2
71fc51738425d9189.txt,2
71fceb24b5d7cb114.txt,2
72 - Copy.txt,1
720.txt,1
721.txt,1
723.txt,1
724.txt,1
72d7f9a735e31f04.txt,0
72e7742b833e5544.txt,0
72e9c0e190d5f015.txt,1
73 - Copy.txt,1
732134a6ffd2435f.txt,1
734.txt,1
738.txt,1
739.txt,1
74 - Copy.txt,1
74.txt,1
740d38f349a9f604.txt,0
742.txt,1
742470c33141d604.txt,0
745.txt,1
746.txt,1
747.txt,1
749.txt,1
7498d89410881aea.txt,0
74a0a352a44cca78.txt,0
75 - Copy.txt,1
750.txt,1
751.txt,1
752.txt,1
753.txt,1
754.txt,1
755.txt,1
757.txt,1
757a10f9ec9503af.txt,0
758.txt,1
76 - Copy.txt,1
76.txt,1
763.txt,1
765631251c5c35fe.txt,0
766.txt,1
767.txt,1
76aa5be0745ad2b9.txt,0
77 - Copy.txt,1
77.txt,1
770.txt,1
770a8d4469d50c3b.txt,0
771.txt,1
7714c386ad78c542.txt,0
772.txt,1
773.txt,1
776.txt,1
778.txt,1
7790ee389b7c880e.txt,0
78 - Copy.txt,1
781.txt,1
7816428829838554.txt,0
782.txt,1
783a0edc32735b98.txt,0
785.txt,1
78754d1d7af8a545.txt,0
788.txt,1
78dd7745cdd0a5cb.txt,0
78f80cfdbf85a105.txt,0
79 - Copy.txt,1
79.txt,1
791.txt,1
792.txt,1
798.txt,1
798953096bacd737.txt,0
79ad9c02ca6d2cb1.txt,0
79cf3a514632412e.txt,0
7a1396405f071d8d.txt,0
7a5d6d5c7f72d7eb.txt,1
7a69da07c620869f.txt,0
7aa5fb15e11e9c74.txt,1
7b040f0cc9d5d32f.txt,0
7b7e8324396efa9a.txt,0
7bc9a81e0d59bb93.txt,0
7c4ce9b7676cfbc4.txt,1
7c73e718948fa89d.txt,1
7d3706d3cc7c0619.txt,0
7d9332b0a52c357a.txt,1
7e0e552408cd28e5.txt,0
7e18ae16c73e384f.txt,0
7e2756291b346c68.txt,0
7ebbce584a2c900c.txt,0
7ee072049f2c7883.txt,1
7eeeee0b3d7c36bd.txt,0
7f11fcb0be389d21.txt,0
8 - Copy.txt,1
8.txt,1
80 - Copy.txt,1
80.txt,1
8003a67cd8c88b7b.txt,0
803.txt,1
805.txt,1
807.txt,1
807d1f2f56fc7f74.txt,1
808653a837d75987.txt,0
809.txt,1
80f681ebcd84ff0b.txt,1
81 - Copy.txt,1
81020afb166b9dade.txt,2
81024f57f50bc6a5e.txt,2
81076458565ab55ab.txt,2
810c209ce70a2d22e.txt,2
810d3b1528808ef2f.txt,2
810e506f226e90047.txt,2
810fb664eb6e5d5c6.txt,2
8110d0df93a0ea5f5.txt,2
81125cdb60dc3d609.txt,2
8116764d35c808024.txt,2
811717fafd8852118.txt,2
811fa9ab0fc887d9c.txt,2
811fad95cc4ab8f51.txt,2
811fbd1bf80fb33fc.txt,2
812.txt,1
812a0efd39065fac8.txt,2
812c0daa24271da58.txt,2
812ea8523a62db937.txt,2
813.txt,1
8130527a0aa799f29.txt,2
81314a8c0b27ba3c1.txt,2
813253eabd046f233.txt,2
8133dd1de03a4cc9f.txt,2
8136ad67af7aefc96.txt,2
8137b15fb92304a97.txt,2
8137f0e9f1c07da04.txt,2
813a5cbdca2deb5d7.txt,2
813c4561cb2242e14.txt,2
813e619d659588a6c.txt,2
814.txt,1
8142790bc35d0d2c3.txt,2
8144bfd7387512e8e.txt,2
81487e7725bad3238.txt,2
814a2fe0baef4388a.txt,2
814ec25b969796e50.txt,2
815.txt,1
81556fa7da40c9276.txt,2
8155d1361e097d9fb.txt,2
815ab0404f8c73897.txt,2
815fd57da728a08a.txt,0
815ff91e275262188.txt,2
816.txt,1
8161c53c57aa1cc53.txt,2
816258dfa892a73d9.txt,2
8163af33e62e19ed2.txt,2
81696289e290cb91a.txt,2
816b191987c51b6a3.txt,2
816bb454dafac8d91.txt,2
816c0e055bf905c3e.txt,2
816c0f8b339ca9b82.txt,2
816c20bbd2c536094.txt,2
816d67fb3d5214e5e.txt,2
817.txt,1
8171c2917f23da82d.txt,2
817765c6703f3a05.txt,1
8177e9aaa2178e7e0.txt,2
817bb7942ad9cc4cb.txt,2
817bf5bac389f11bf.txt,2
817c369d38dd30ff5.txt,2
818021d6ee3198f6e.txt,2
81846df0ca812901f.txt,2
81848f8ed7b7dd79e.txt,2
8185e8fbec35c4030.txt,2
8189761d340dda50d.txt,2
818a61bbdce51d336.txt,2
818a73aa5101b0a46.txt,2
818af9bd637e04c81.txt,2
818ee02c7857c1821.txt,2
819307dbea6d02e1d.txt,2
8198533b6697223ba.txt,2
81988a1651565d43d.txt,2
81996d88c00f817b4.txt,2
819e5505d36301ffa.txt,2
819effd95ca94acab.txt,2
819f03d05008c5ee5.txt,2
81a01de01cecf7c4b.txt,2
81a17ea0acc12910d.txt,2
81a2a574157bd4658.txt,2
81a468b265a546d2f.txt,2
81a4cca10115cdf2d.txt,2
81aafb07f4ea4e112.txt,2
81ab125b0a1c70dbf.txt,2
81af8cc2fb12387cc.txt,2
81b0167996173c94b.txt,2
81b05b5b74025ed8a.txt,2
81b338010d70cee4c.txt,2
81b38d2158b90e2db.txt,2
81b4e47df260b1bef.txt,2
81b93a034c759958f.txt,2
81b971f266b59b3b6.txt,2
81bc260aa5fe7b5f6.txt,2
81bc4b147f3e124b6.txt,2
81be1fd4af9afd051.txt,2
81bf20eb0c9c6e7d2.txt,2
81c336de068a88946.txt,2
81c548ac375e3b822.txt,2
81c54f73e56016a46.txt,2
81c5f0618e56ad175.txt,2
81c7f44b0fc2ad5c0.txt,2
81ca291443f81fb21.txt,2
81cb255b38f5a2ba5.txt,2
81cb3f91f9e057742.txt,2
81cc9d7cbc0d6147b.txt,2
81cf7016776628ada.txt,2
81d0dbb182950afc7.txt,2
81d6d2ea7e97dfa4f.txt,2
81dd1e9a6523cf837.txt,2
81ddb9177cceb7640.txt,2
81defc0ef9dbf36e8.txt,2
81e1f15226531fc11.txt,2
81e7573f94b1977ae.txt,2
81e9205cb95bcb486.txt,2
81e943295a409e90e.txt,2
81eda3be712a94381.txt,2
81f3e395193fc9391.txt,2
81f6662c372e170ea.txt,2
81f8a7eee87cdd3bc.txt,2
81f8d4a1aeff92c10.txt,2
81f9ef390cca2058a.txt,2
81fc772e291ddfcb9.txt,2
81ffa5d42c9d0fe04.txt,2
82 - Copy.txt,1
820.txt,1
820f97de4ffd3cbd.txt,1
821.txt,1
8214991089fefe4e.txt,0
823.txt,1
825.txt,1
82585a7d93470d5a.txt,0
8293e083375072ed.txt,0
82971bd0c5e012cc.txt,0
82c1787fe181dd52.txt,0
83 - Copy.txt,1
83.txt,1
830.txt,1
831.txt,1
831f04c7b16ad888.txt,0
833.txt,1
833636579f43044d.txt,0
83644e063a1a9309.txt,0
839.txt,1
839cb28a3dc890b4.txt,0
83aa0fb117f71587.txt,0
84 - Copy.txt,1
84025b05f78cd4fe.txt,0
84336f66c672a06a.txt,1
843bf90c68f97c8a.txt,0
847.txt,1
847d16a3d7db715f.txt,1
849785f2ee764b6f.txt,0
849c7a297e40edc5.txt,0
84cb69910ec37a21.txt,0
84f0dee34080ba3f.txt,0
85 - Copy.txt,1
850.txt,1
851.txt,1
85211aa80547d052.txt,0
855.txt,1
856.txt,1
85692e989086eda5.txt,0
857.txt,1
858.txt,1
859.txt,1
85a35b71eae9095c.txt,0
85df28e55d674dee.txt,1
86 - Copy.txt,1
86.txt,1
860.txt,1
861.txt,1
867.txt,1
868.txt,1
869.txt,1
8696289e290cb91a.txt,0
86b762b3d1bb8506.txt,0
87 - Copy.txt,1
870.txt,1
871.txt,1
873.txt,1
87307ceb82922add.txt,0
874.txt,1
874d4ceea33579c5.txt,0
875.txt,1
877e322a4a6ffe7e.txt,1
878.txt,1
88 - Copy.txt,1
88.txt,1
880.txt,1
881.txt,1
882.txt,1
883.txt,1
884.txt,1
886.txt,1
886c9f609e6eb203.txt,0
888.txt,1
89 - Copy.txt,1
8900150c0ff9ff73.txt,0
890e5ca511c1c36b.txt,0
891.txt,1
893.txt,1
893adda2ed6a5357.txt,0
894.txt,1
895.txt,1
8955aad4e43a960b.txt,0
896.txt,1
8967c4cc0a7e1dd7.txt,0
897.txt,1
898b3a5cb89c8e2f.txt,0
899.txt,1
89a9d81c3fbd571f.txt,1
89cf37f302c033ff.txt,0
89f8c6e08ac172f6.txt,1
89fb4f3b001d677e.txt,1
8a8dbe592f008e40.txt,1
8a90333c0cf4d06a.txt,1
8ac431f568fc5228.txt,1
8b87707ea2f54186.txt,0
